Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Sat Nov 07 23:49:23 PST 2020,MainClassRegistry.java,1604821763157,387596,0,(D)5(I)5(F)2(I)2(F)4,0.3888888888888889,27.77777777777778,0.0,33.33333333333333,0.0,0.0,0.046511627906976744,0.0,0.012919896640826873,0.015503875968992248,0.0,0.0,0.01808785529715762,0.0,[]
,/modelData/A0UserStudy2010.arff,Sat Nov 07 23:49:23 PST 2020,MainClassRegistry.java, 1604821763157
2,,Sat Nov 07 23:55:59 PST 2020,AndEvaluator.java,1604822159203,30414,0,(F)2(I)1(F)2(I)15,0.8,0.0,0.0,20.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.5333333333333333,0.0,[]
3,,Sat Nov 07 23:56:29 PST 2020,AndEvaluator.java,1604822189729,2505,2505,(I)5(R)1(I)14(R)2(I)3,0.88,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.5,11.0,0.0,[]
4,,Sat Nov 07 23:56:32 PST 2020,AndEvaluator.java,1604822192309,13266,0,(I)2(R)3(I)4(R)2(I)11,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.0,0.0,0.38461538461538464,1.3076923076923077,0.0,[]
5,,Sat Nov 07 23:56:45 PST 2020,AndEvaluator.java,1604822205686,8533,8533,(I)11(R)2(I)2(R)1(I)1(R)1(I)6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,[]
6,,Sat Nov 07 23:56:54 PST 2020,AndEvaluator.java,1604822214407,7935,7935,(I)16(R)2(I)1(R)2(I)4,0.84,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.5714285714285714,3.0,0.0,[]
7,,Sat Nov 07 23:57:02 PST 2020,AndEvaluator.java,1604822222465,24662,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[]
8,,Sat Nov 07 23:57:27 PST 2020,AndEvaluator.java,1604822247316,4192,4192,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,[]
9,,Sat Nov 07 23:57:31 PST 2020,AndEvaluator.java,1604822251639,1832,1832,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
10,,Sat Nov 07 23:57:33 PST 2020,AndEvaluator.java,1604822253760,1025,1025,(I)2(F)2(I)18,0.9090909090909091,0.0,0.0,9.090909090909092,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,[]
11,,Sat Nov 07 23:57:34 PST 2020,AndEvaluator.java,1604822254842,45179,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,[]
12,,Sat Nov 07 23:58:22 PST 2020,AndEvaluator.java,1604822302315,84786,0,(F)2(I)13(R)1(I)1(R)1(I)7,0.84,0.0,0.0,8.0,0.0,0.0,0.2976190476190476,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.25,0.0,[]
13,,Sat Nov 07 23:59:47 PST 2020,AndEvaluator.java,1604822387198,6627,6627,(I)18(R)2(I)5,0.92,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,3.8333333333333335,0.0,[]
14,,Sat Nov 07 23:59:54 PST 2020,AndEvaluator.java,1604822394286,6614,6614,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,[]
15,,Sun Nov 08 00:00:00 PST 2020,AndEvaluator.java,1604822400950,11629,0,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,[]
16,,Sun Nov 08 00:00:09 PST 2020,AndEvaluator.java,1604822409579,4389,4389,(I)9(R)15(I)1,0.4,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,3.75,2.5,0.0,[]
17,,Sun Nov 08 00:00:14 PST 2020,AndEvaluator.java,1604822414116,4386,4386,(I)1(R)16(I)6(R)1(I)1,0.32,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,4.25,2.0,0.0,[]
18,,Sun Nov 08 00:00:18 PST 2020,AndEvaluator.java,1604822418736,1483,1483,(I)5(R)1(I)18(R)1,0.92,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,[]
19,,Sun Nov 08 00:00:20 PST 2020,AndEvaluator.java,1604822420305,7350,7350,(I)23(R)2,0.92,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.2857142857142857,3.2857142857142856,0.0,[]
20,,Sun Nov 08 00:00:27 PST 2020,AndEvaluator.java,1604822427868,17914,0,(I)5(R)2(I)16,0.9130434782608695,0.0,0.0,0.0,0.0,0.0,1.3529411764705883,0.0,0.0,0.0,0.0,0.11764705882352941,1.2352941176470589,0.0,[]
21,,Sun Nov 08 00:00:45 PST 2020,AndEvaluator.java,1604822445928,2743,2743,(I)22(R)2(I)1,0.92,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.0,11.5,0.0,[]
22,,Sun Nov 08 00:00:48 PST 2020,AndEvaluator.java,1604822448675,2621,2621,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
23,,Sun Nov 08 00:00:51 PST 2020,AndEvaluator.java,1604822451397,3047,3047,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
24,,Sun Nov 08 00:00:54 PST 2020,AndEvaluator.java,1604822454448,4601,4601,(I)7(R)2(I)16,0.92,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.5,5.75,0.0,[]
25,,Sun Nov 08 00:00:59 PST 2020,AndEvaluator.java,1604822459163,111208,0,(I)10(R)1(I)3(F)2(I)1(F)1(I)1(R)1(I)1(F)1(R)2,0.6666666666666666,0.0,0.0,16.666666666666664,0.0,0.0,0.21621621621621623,0.0,0.0,0.036036036036036036,0.0,0.036036036036036036,0.14414414414414414,0.0,[]
