Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Nov 10 08:18:51 PST 2020,RunF20A5Tests.java,1605025131061,241209,0,(F)3(D)2(F)1(I)1(D)2(F)1,0.1,40.0,0.0,50.0,0.0,0.0,0.04149377593360996,0.0,0.016597510373443983,0.02074688796680498,0.0,0.0,0.004149377593360996,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Nov 10 08:18:51 PST 2020,RunF20A5Tests.java, 1605025131061
2,,Tue Nov 10 08:22:56 PST 2020,test.lisp,1605025376050,51310,0,(F)1(I)16,0.9411764705882353,0.0,0.0,5.88235294117647,0.0,0.0,0.3333333333333333,0.0,0.0,0.0196078431372549,0.0,0.0,0.3137254901960784,0.0,[]
3,,Tue Nov 10 08:23:47 PST 2020,RunF20A5Tests.java,1605025427393,102830,0,(F)2(I)1(D)1(F)1(D)2(F)1(I)1,0.2222222222222222,33.33333333333333,0.0,44.44444444444444,0.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.0392156862745098,0.0,0.0,0.0196078431372549,0.0,[]
4,,Tue Nov 10 08:25:30 PST 2020,RunF20A5Tests.java,1605025530225,222877,0,(D)2(F)2(I)1(F)2(I)1(D)1,0.2222222222222222,33.33333333333333,0.0,44.44444444444444,0.0,0.0,0.04054054054054054,0.0,0.013513513513513514,0.018018018018018018,0.0,0.0,0.009009009009009009,0.0,[]
5,,Tue Nov 10 08:29:13 PST 2020,CondEvaluator.java,1605025753182,171984,0,(F)2(I)1(D)4(I)8,0.6,26.666666666666668,0.0,13.333333333333334,0.0,0.0,0.08771929824561403,0.0,0.023391812865497075,0.011695906432748537,0.0,0.0,0.05263157894736842,0.0,[]
6,,Tue Nov 10 08:32:05 PST 2020,CondEvaluator.java,1605025925542,419750,0,(I)8(R)1(I)1(R)1(I)4(F)2(I)2,0.7894736842105263,0.0,0.0,10.526315789473683,0.0,0.0,0.045346062052505964,0.0,0.0,0.00477326968973747,0.0,0.00477326968973747,0.03579952267303103,0.0,[]
7,,Tue Nov 10 08:39:05 PST 2020,CondEvaluator.java,1605026345297,3736,3736,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,[]
8,,Tue Nov 10 08:39:09 PST 2020,RunF20A5Tests.java,1605026349194,14569,0,(I)4(R)1(I)5(D)2(R)1(I)2(D)1(F)1,0.6470588235294118,17.647058823529413,0.0,5.88235294117647,0.0,0.0,1.2142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.7857142857142857,0.0,[]
9,,Tue Nov 10 08:39:24 PST 2020,RunF20A5Tests.java,1605026364054,33635,0,(D)2(F)1(I)4(F)2(R I)1(F)4(I)1,0.4,13.333333333333334,0.0,46.666666666666664,0.0,0.0,0.45454545454545453,0.0,0.06060606060606061,0.21212121212121213,0.0,0.030303030303030304,0.18181818181818182,0.0,[]
